id,name,sku,variable,category_id
1888,"CITRINE, HYDRO",CIT,HYD,NATURAL STONES
1889,"CITRINE, INDIAN",CIT,IND,NATURAL STONES
1890,"CITRINE, LEMURIAN",CIT,LEM,NATURAL STONES
1891,"CITRINE, SMOKY",CIT,SMK,NATURAL STONES
1892,"CITRINE, ZEBRA",CIT,ZEB,NATURAL STONES
1893,CLINOHUMITE,CLNO,,NATURAL STONES
1894,COPPER,COPR,,NATURAL STONES
1895,"CORAL, RED",CRL,RDD,NATURAL STONES
1896,CRADLE OF HUMANKIND,COHK,,NATURAL STONES
1897,CRYSTAL,CRYS,,NATURAL STONES
1898,CUPRITE,CUP,,NATURAL STONES
1899,DALMATION,DAL,,NATURAL STONES
1900,DANBURITE,DNB,,NATURAL STONES
1901,"DANBURITE, GOLD",DNB,GLD,NATURAL STONES
1902,DIAMOND,DMD,,NATURAL STONES
1903,"DIAMOND, HERKIMER",DMD,HRK,NATURAL STONES
1904,DIOPSIDE,DPS,,NATURAL STONES
1905,DIOPTASE,DPT,,NATURAL STONES
1906,DRAGONSTONE,DRG,,NATURAL STONES
1907,DRAVITE,DRV,,NATURAL STONES
1908,DUMORTIERITE,DUMT,,NATURAL STONES
1909,EMERALD,EMRD,,NATURAL STONES
1910,EPIDOTE,EPD,,NATURAL STONES
1911,EUDIALYTE,EUD,,NATURAL STONES
1912,FACETED STONE,FACTD,STNE,NATURAL STONES
1913,"FELDSPAR, SILVER",FELD,SLV,NATURAL STONES
1914,FLUORITE,FLU,,NATURAL STONES
1915,"FLUORITE, CHINA",FLU,CHN,NATURAL STONES
1916,"FLUORITE, INDIGO",FLU,IND,NATURAL STONES
1917,"FLUORITE, PINK",FLU,PNK,NATURAL STONES
1918,"FLUORITE, PURPLE ",FLU,PUR,NATURAL STONES
1919,"FLUORITE, RAINBOW ",FLU,RNB,NATURAL STONES
1920,"FLUORITE, TEAL",FLU,TLE,NATURAL STONES
1921,"FLUORITE, YELLOW ",FLU,YLW,NATURAL STONES
1922,"FOSSIL, CRINOID",FSL,CRI,NATURAL STONES
1923,"FOSSIL, SEASHELL",FSL,SSHL,NATURAL STONES
1924,FUCHSITE,FUCTE,,NATURAL STONES
1925,GALAXITE,GLX,,NATURAL STONES
1926,GARNET,GARN,,NATURAL STONES
1927,GARNET IN MATRIX,GARN,MTX,NATURAL STONES
1928,"GARNET, ALMANDINE",GARN,ALM,NATURAL STONES
1929,"GARNET, BLACK (ALSO CALLED MELANITE)",GARN,MEL,NATURAL STONES
1930,"GARNET, CINNAMON (HESSONITE)",GARN,HES,NATURAL STONES
1931,"GARNET, GREEN",GARN,GRN,NATURAL STONES
1932,"GARNET, GREEN/ GROSSULARITE",GARN,GRS,NATURAL STONES
1933,"GARNET, GREEN/ UVAROVITE",GARN,UVA,NATURAL STONES
1934,"GARNET, ORANGE",GARN,ORG,NATURAL STONES
1935,"GARNET, RUBELlITE",GARN,RUB,NATURAL STONES
1936,GARNIERITE,GAR,,NATURAL STONES
1937,GENERATOR,GEN,,NATURAL STONES
1938,GIRASOL,GIR,,NATURAL STONES
1939,GLASS,GLSS,,NATURAL STONES
1940,GOETHITE,GOE,,NATURAL STONES
1941,"GOLDSTONE, ORANGE",GLDST,ORN,NATURAL STONES
1942,GOSHENITE,GHS,,NATURAL STONES
1943,GRANDIDIERITE,GRDRTE,,NATURAL STONES
1944,GUA SHA,GUA,,NATURAL STONES
1945,HEALERS GOLD,HEAL,GLDN,NATURAL STONES
1946,HEAMATOID,HMT,,NATURAL STONES
1947,HELIODOR,HEL,,NATURAL STONES
1948,HEMATITE,HEM,,NATURAL STONES
1949,"HEMATITE, MD",HEM,MD,NATURAL STONES
1950,HEMIMORPHITE,HEMI,,NATURAL STONES
1951,"HEMIMORPHITE, BLUE",HEMI,BLU,NATURAL STONES
1952,HERDERITE,HRD,,NATURAL STONES
1953,HERKIMER,HER,,NATURAL STONES
1954,"HESSONITE, ORANGE",HES,ORG,NATURAL STONES
1955,HEULANDITE,HEU,,NATURAL STONES
1956,"HEULANDITE, GREEN",HEU,GRN,NATURAL STONES
1957,HIMALAYAN SALT,HYM,SLT,NATURAL STONES
1958,HOWLITE,HOW,,NATURAL STONES
1959,HYALITE,HYA,,NATURAL STONES
1960,HYPERSTHENE,HYP,,NATURAL STONES
1961,IDOCRASE (VESUVIANITE) (VASONITE),IDO,,NATURAL STONES
1962,INFINITE,INF,,NATURAL STONES
1963,IOLITE (CORDIERITE),ILI,,NATURAL STONES
1964,JADE,JDE,,NATURAL STONES
1965,"JADE, AFRICAN",JDE,AFR,NATURAL STONES
1966,"JADE, MARBLED",JDE,MARB,NATURAL STONES
1967,"JADE, YELLOW",JDE,YLW,NATURAL STONES
1968,JASPER,JSP,,NATURAL STONES
1969,"JASPER, BLOODSTONE",JSP,BLD,NATURAL STONES
1970,"JASPER, BRECCIATED",JSP,BRC,NATURAL STONES
1971,"JASPER, BUMBLEBEE",JSP,BMB,NATURAL STONES
1972,"JASPER, GREEN",JSP,GRN,NATURAL STONES
1973,"JASPER, IBIS",JSP,IBS,NATURAL STONES
1974,"JASPER, KAMBABA (CROCODILE JASPER)",JSP,KMB,NATURAL STONES
1975,"JASPER, LEOPARDSKIN",JSP,LEO,NATURAL STONES
1976,"JASPER, MOOKAITE",JSP,MOK,NATURAL STONES
1977,"JASPER, NET",JSP,NET,NATURAL STONES
1978,"JASPER, NOREENA",JSP,NOR,NATURAL STONES
1979,"JASPER, OCEAN",JSP,OCN,NATURAL STONES
1980,"JASPER, PICASSO",JSP,PIC,NATURAL STONES
1981,"JASPER, PICTURE",JSP,PTR,NATURAL STONES
1982,"JASPER, RAINBOW",JSP,RNBW,NATURAL STONES
1983,"JASPER, RAINFOREST",JSP,RNF,NATURAL STONES
1984,"JASPER, RED",JSP,RED,NATURAL STONES
1985,"JASPER, RHYOLITE",JSP,RHY,NATURAL STONES
1986,"JASPER, SANSKRIT",JSP,SNSK,NATURAL STONES
1987,"JASPER, SARDONYX",JSP,SRD,NATURAL STONES
1988,"JASPER, SILVERLEAF",JSP,SLV,NATURAL STONES
1989,"JASPER, STAR",JSP,STR,NATURAL STONES
1990,"JASPER, UNAKITE",JSP,UNK,NATURAL STONES
1991,"JASPER, YELLOW",JSP,YLW,NATURAL STONES
1992,"JASPER, ZEBRA",JSP,ZEB,NATURAL STONES
1993,JEREMEJEVITE,JRM,,NATURAL STONES
1994,JET,JTT,,NATURAL STONES
1995,KAMMERERITE,KAM,,NATURAL STONES
1996,KUNZITE,KNZ,,NATURAL STONES
1997,KUNZITE (ALSO CALLED HIDDENITE),KNZ,GRN,NATURAL STONES
1998,KYANITE,KYN,,NATURAL STONES
1999,"KYANITE, BLACK",KYN,BLK,NATURAL STONES
2000,"KYANITE, BLUE",KYN,BLU,NATURAL STONES
2001,"KYANITE, GREEN ",KYN,GRN,NATURAL STONES
2002,"KYANITE, ORANGE",KYN,ORG,NATURAL STONES
2003,"KYANITE, RUBY",KYN,RBY,NATURAL STONES
2004,LABRADORITE,LAB,,NATURAL STONES
2005,LAMROPHYLLITE,LAM,,NATURAL STONES
2006,LAPIS,LAP,,NATURAL STONES
2007,LAPIS LAZULI,LAP,LAZ,NATURAL STONES
2008,LARIMAR,LAR,,NATURAL STONES
2009,LARVIKITE,LRV,,NATURAL STONES
2010,LAVA STONE,LAV,,NATURAL STONES
2011,LAZURITE,LAZT,,NATURAL STONES
2012,LEMURIAN ROOT CRYSTALS,LEM,RTCRYS,NATURAL STONES
2013,LEPIDOCROCITE,LPD,,NATURAL STONES
2014,LEPIDOLITE ,LEP,,NATURAL STONES
2015,"LEPIDOLITE, CHINA",LEP,CHN,NATURAL STONES
2016,"LEPIDOLITE, MUSHROOM (BUBBLE)",LEP,MUS,NATURAL STONES
2017,LIBYAN DESERT GLASS,LBYN,GLSS,NATURAL STONES
2018,LIMONITE,LIM,,NATURAL STONES
2019,LODESTONE,LOD,,NATURAL STONES
2020,"MAGNESITE, IVORY",MAG,IVY,NATURAL STONES
2021,MALACHITE,MAL,,NATURAL STONES
2022,"MALACHITE, STALAKTITE",MAL,STA,NATURAL STONES
2023,MALACUPRACOLLA,MCC,,NATURAL STONES
2024,MARBLED PICASSO,MRPC,,NATURAL STONES
2025,MARCASITE,MCSTE,,NATURAL STONES
2026,MERLINITE (CHALCEDONY, INDIGO GABRO),MRL,NATURAL STONES
2027,MICA,MIC,,NATURAL STONES
2028,MIMETITE,MIM,,NATURAL STONES
2029,MIXED STONES,MXS,,NATURAL STONES
2030,MOLDAVITE,MLD,,NATURAL STONES
2031,MONTEBRASITE,MNT,,NATURAL STONES
2032,MOOKAITE,MOOK,,NATURAL STONES
2033,MOONSTONE,MON,,NATURAL STONES
2034,"MOONSTONE, B",MON,B,NATURAL STONES
2035,"MOONSTONE, PEACH",MON,PCH,NATURAL STONES
2036,"MOONSTONE, RAINBOW",MON,RNB,NATURAL STONES
2037,"MOONSTONE, SILVER FLASH",MON,SLV,NATURAL STONES
2038,MORGANITE,MRG,,NATURAL STONES
2039,MOTHER OF PEARL,MOP,,NATURAL STONES
2040,MTOROLITE,MTO,,NATURAL STONES
2041,MUGGLESTONE,MGL,,NATURAL STONES
2042,NATROLITE,NAT,,NATURAL STONES
2043,NELLITE,NEL,,NATURAL STONES
2044,NUUMMITE ,NUM,,NATURAL STONES
2045,OBSIDIAN,OBS,,NATURAL STONES
2046,"OBSIDIAN, BLACK",OBS,BLK,NATURAL STONES
2047,"OBSIDIAN, BLUE",OBS,BLU,NATURAL STONES
2048,"OBSIDIAN, GOLDEN SHEEN",OBS,GLD,NATURAL STONES
2049,"OBSIDIAN, GREEN",OBS,GRN,NATURAL STONES
2050,"OBSIDIAN, MAHOGANY",OBS,MHGY,NATURAL STONES
2051,"OBSIDIAN, RAINBOW ",OBS,RNB,NATURAL STONES
2052,"OBSIDIAN, SILVER SHEEN ",OBS,SLV,NATURAL STONES
2053,"OBSIDIAN, SNOWFLAKE",OBS,SNWFLK,NATURAL STONES
2054,"OBSIDIAN, SNOWFLAKE MD",OBS,SNWMD,NATURAL STONES
2055,OKENITE,OKE,,NATURAL STONES
2056,ONYX,ONX,,NATURAL STONES
2057,"ONYX, AQUA",ONX,AQU,NATURAL STONES
2058,"ONYX, AQUA AND ROSE",ONX,AQURSE,NATURAL STONES
2059,"ONYX, BLUE (LEMURIAN BLUE ONYX)",ONX,LEMBLU,NATURAL STONES
2060,"ONYX, BLUE AQUA",ONX,BLU,NATURAL STONES
2061,"ONYX, GREEN/BLACK",ONX,GRNBLK,NATURAL STONES
2062,"ONYX, ORANGE",ONX,ORG,NATURAL STONES
2063,"ONYX, PINK BANDED",ONX,PNK,NATURAL STONES
2064,"ONYX, ROSE",ONX,RSE,NATURAL STONES
2065,"ONYX, RUSTIC",ONX,RUST,NATURAL STONES
2066,"ONYX, RUSTIC AQUA",ONX,RSTAQU,NATURAL STONES
2067,"ONYX, WHITE SAND",ONX,WHTSND,NATURAL STONES
2068,OPAL,OPL,,NATURAL STONES
2069,"OPAL, GREEN",OPL,GRN,NATURAL STONES
2070,"OPAL, MEXICAN FIRE",OPL,FIR,NATURAL STONES
2071,"OPAL, PINK",OPL,PNK,NATURAL STONES
2072,"OPAL, PINTADE",OPL,PNDE,NATURAL STONES
2073,"OPAL, YELLOW",OPL,YLW,NATURAL STONES
2074,OPALITE,OPLT,,NATURAL STONES
2075,"ORE, PEACOCK",PCK,,NATURAL STONES
2076,ORPIMENT,ORP,,NATURAL STONES
2077,OSUMILITE,OSML,,NATURAL STONES
2078,PARAIBA,PRBA,,NATURAL STONES
2079,PEARL,PRL,,NATURAL STONES
2080,PERIDOT,PER,,NATURAL STONES
2081,PETALITE,PTA,,NATURAL STONES
2082,"PETALITE, PINK",PTA,PNK,NATURAL STONES
2083,PETRIFIED PALM ROOT,PET,PLM,NATURAL STONES
2084,PETRIFIED WOOD,PET,,NATURAL STONES
2085,"PETRIFIED WOOD, MADAGASCAR",PET,MADG,NATURAL STONES
2086,"PETRIFIED WOOD, PINK",PTWD,PNK,NATURAL STONES
2087,PHENAKITE (PHENACITE),PHN,,NATURAL STONES
2088,PHOENIX,PHX,,NATURAL STONES
2089,PIETERSITE,PRT,,NATURAL STONES
2090,"PIETERSITE, BLUE",PRT,BLU,NATURAL STONES
2091,PINOLITH,PINO,,NATURAL STONES
2092,POCKET ANGEL,ANG,PCKT,NATURAL STONES
2093,PRASIOLITE,PRS,,NATURAL STONES
2094,"PRASIOLITE, YELLOW",PRS,YLW,NATURAL STONES
2095,PREHNITE,PRE,,NATURAL STONES
2096,PREHNITE WITH EPIDOTE,PRE,EPD,NATURAL STONES
2097,PRESELI BLUESTONE,PRSBLU,,NATURAL STONES
2098,"PRESELI, STONEHENGE",PRS,STNH,NATURAL STONES
2099,PSILOMELANE,PSL,,NATURAL STONES
2100,PYRITE,PYRT,,NATURAL STONES
2101,QUANTUM OTTO,QNT,OTT,NATURAL STONES
2102,QUARTZ,QTZ,,NATURAL STONES
2103,"QUARTZ, AMPHIBOLE",QTZ,AMP,NATURAL STONES
2104,"QUARTZ, AQUA AURA",QTZ,AQA,NATURAL STONES
2105,"QUARTZ, AURA",QTZ,AURA,NATURAL STONES
2106,"QUARTZ, BLUE",QTZ,BLU,NATURAL STONES
2107,"QUARTZ, BLUE",QTZ,BLU,NATURAL STONES
2108,"QUARTZ, BLUE SMOKE",QTZ,BLSMK,NATURAL STONES
2109,"QUARTZ, CITRINE",QTZ,CIT,NATURAL STONES
2110,"QUARTZ, CITRINE B",QTZ,CITB,NATURAL STONES
2111,"QUARTZ, CLEAR",QTZ,CLR,NATURAL STONES
2112,"QUARTZ, ELESTIAL",QTZ,ELE,NATURAL STONES
2113,"QUARTZ, FADEN",QTZ,FAD,NATURAL STONES
2114,"QUARTZ, FENSTER",QTZ,FEN,NATURAL STONES
2115,"QUARTZ, FIRE ELESTIAL",QTZ,FIRELE,NATURAL STONES
2116,"QUARTZ, GARDEN (SHAMAN'S DREAM STONE; LODOLITE)",QTZ,SHM,NATURAL STONES
2117,"QUARTZ, GOLDEN HEALER",QTZ,GLDHLR,NATURAL STONES
2118,"QUARTZ, GREEN",QTZ,GRN,NATURAL STONES
2119,"QUARTZ, HEMATOID",QTZ,HEM,NATURAL STONES
2120,"QUARTZ, HIMALAYAN ",QTZ,HMLY,NATURAL STONES
2121,"QUARTZ, LAVENDER ROSE",QTZ,LAVRSE,NATURAL STONES
2122,"QUARTZ, LEMURIAN",QTZ,LEM,NATURAL STONES
2123,"QUARTZ, LEMURIAN LIGHT",QTZ,LEMLIT,NATURAL STONES
2124,"QUARTZ, LEMURIAN RED",QTZ,LEMRD,NATURAL STONES
2125,"QUARTZ, LITHIUM",QTZ,LIT,NATURAL STONES
2126,"QUARTZ, NIRVANA",QTZ,NRV,NATURAL STONES
2127,"QUARTZ, OPAL AURA (ANGEL AURA)",QTZ,OPLAUR,NATURAL STONES
2128,"QUARTZ, ORANGE OMBRE",QTZ,ORGOM,NATURAL STONES
2129,"QUARTZ, PETROLEUM",QTZ,PETR,NATURAL STONES
2130,"QUARTZ, PINK",QTZ,PNK,NATURAL STONES
2131,"QUARTZ, RED HEMATOID",QTZ,REDHEM,NATURAL STONES
2132,"QUARTZ, ROSE",QTZ,RSE,NATURAL STONES
2133,"QUARTZ, RUTILATED",QTZ,RUT,NATURAL STONES
2134,"QUARTZ, SATYALOKA",QTZ,SAT,NATURAL STONES
2135,"QUARTZ, SCEPTER",QTZ,SPT,NATURAL STONES
2136,"QUARTZ, SMOKY",QTZ,SMK,NATURAL STONES
2137,"QUARTZ, STRAWBERRY",QTZ,STR,NATURAL STONES
2138,"QUARTZ, SULFUR",QTZ,SLF,NATURAL STONES
2139,"QUARTZ, SUNSET AURA",QTZ,SST-ARA,NATURAL STONES
2140,"QUARTZ, TANGERINE",QTZ,TNG,NATURAL STONES
2141,"QUARTZ, TIBETAN",QTZ,TBT,NATURAL STONES
2142,"QUARTZ, TOURMALINATED",QTZ,TRM,NATURAL STONES
2143,"QUARTZ, TOURMALINATED AURA",QTZ,TRM-ARA,NATURAL STONES
2144,"QUARTZ, WATER",QTZ,WTR,NATURAL STONES
2145,"QUARTZ, WHITE",QTZ,WHT,NATURAL STONES
2146,"QUARTZ, YELLOW HEMATOID",QTZ,YLWHEM,NATURAL STONES
2147,QUE SERA,QSR,,NATURAL STONES
2148,RHODOCHROSITE,RHO,,NATURAL STONES
2149,"RHODOCHROSITE, BROWN",RHO,BRN,NATURAL STONES
2150,RHODONITE,RHDN,,NATURAL STONES
2151,"RHODONITE, CANADA",RHDN,CAN,NATURAL STONES
2152,RHYOLITE,RHI,,NATURAL STONES
2153,"RHYOLITE, RAINFOREST",RHI,RAIN,NATURAL STONES
2154,ROCK CRYSTAL,RCK,,NATURAL STONES
2155,ROSASITE ,RSA,,NATURAL STONES
2156,ROSEWOOD,RSWD,,NATURAL STONES
2157,RUBELLITE,RBL,,NATURAL STONES
2158,RUBY,RBY,,NATURAL STONES
2159,"RUBY, CORUNDUM",RBY,CRN,NATURAL STONES
2160,"RUBY, FELDSPAR",RBY,FELD,NATURAL STONES
2161,"RUBY, FUCHSITE",RBY,FUC,NATURAL STONES
2162,"SANDSTONE, GOLD",SSTN,GLD,NATURAL STONES
2163,SAPPHIRE,SAP,,NATURAL STONES
2164,"SAPPHIRE, BLACK",SAP,BLK,NATURAL STONES
2165,"SAPPHIRE, BLUE",SAP,BLU,NATURAL STONES
2166,"SAPPHIRE, YELLOW",SAP,YLW,NATURAL STONES
2167,SARDONYX,SRD,,NATURAL STONES
2168,SAUSSURITE ,SAU,,NATURAL STONES
2169,SCAPOLITE,SCA,,NATURAL STONES
2170,"SCAPOLITE, GOLDEN",SCA,GLD,NATURAL STONES
2171,"SCAPOLITE, PURPLE",SCA,PUR,NATURAL STONES
2172,SCOLECITE,SCL,,NATURAL STONES
2173,SELENITE,SEL,,NATURAL STONES
2174,"SELENITE, ORANGE",SEL,ONG,NATURAL STONES
2175,SEPTARIA,SEPT,,NATURAL STONES
2176,SERAPHINITE,SRA,,NATURAL STONES
2177,SERPENTINE,SRP,,NATURAL STONES
2178,"SERPENTINE, PINK",SRP,PNK,NATURAL STONES
2179,SHATTUKITE,SHT,,NATURAL STONES
2180,SHIVA LINGAM,SHV,LNG,NATURAL STONES
2181,"SHRILING GLASS, GREEN",SHGLS,GRN,NATURAL STONES
2182,SHUNGITE,SNG,,NATURAL STONES
2183,"SHUNGITE, ELITE",SNG,ELT,NATURAL STONES
2184,"SINGLE TERMINATE, WAND",STW,,NATURAL STONES
2185,SMAMATITE,SHM,,NATURAL STONES
2186,SMITHSONITE,SMT,,NATURAL STONES
2187,SODALITE,SDA,,NATURAL STONES
2188,"SODALITE, SUNSET",SDA,SUN,NATURAL STONES
2189,SPHALERITE,SPH,,NATURAL STONES
2190,SPHERE,SPHR,,NATURAL STONES
2191,SPINEL,SPN,,NATURAL STONES
2192,STICHTITE,STC,,NATURAL STONES
2193,STILBITE,STB,,NATURAL STONES
2194,"STONE, GREEN SPOT",STN,GRSP,NATURAL STONES
2195,"STONE, RED LINE",STN,RDLN,NATURAL STONES
2196,"STROMATOLITE, CHINA",STRM,CHN,NATURAL STONES
2197,SUGILITE,SUG,,NATURAL STONES
2198,SUNSTONE,SST,,NATURAL STONES
2199,"SUNSTONE, ILLUSION",SST,ILU,NATURAL STONES
2200,SUPER 7 (MELODY'S STONE),SUP7,,NATURAL STONES
2201,TANZANITE,TNZ,,NATURAL STONES
2202,TEKTITE,TKT,,NATURAL STONES
2203,"TEKTITE, LIBYAN GOLD",TKT,LIB,NATURAL STONES
2204,TERAHERTZ,THRZ,,NATURAL STONES
2205,TETRAHEDRON,TTHDRN,,NATURAL STONES
2206,THULITE,THU,,NATURAL STONES
2207,TIGER'S EYE,TGR,,NATURAL STONES
2208,"TIGER'S EYE, BLUE (HAWK EYE, FALCON EYE)",TGR,BLU,NATURAL STONES
2209,"TIGER'S EYE, GOLD",TGR,GLD,NATURAL STONES
2210,"TIGER'S EYE, GREEN",TGR,GRN,NATURAL STONES
2211,"TIGER'S EYE, RED",TGR,RED,NATURAL STONES
2212,"TIGRINA, STONE",TGST,,NATURAL STONES
2213,TOPAZ,TPZ,,NATURAL STONES
2214,"TOPAZ, IMPERIAL",TPZ,IMP,NATURAL STONES
2215,TOURMALINE,TOUR,,NATURAL STONES
2216,"TOURMALINE, BLACK",TOUR,BLK,NATURAL STONES
2217,"TOURMALINE, BLUE",TOUR,BLU,NATURAL STONES
2218,"TOURMALINE, GREEN",TOUR,GRN,NATURAL STONES
2219,"TOURMALINE, MIXED",TOUR,MXD,NATURAL STONES
2220,"TOURMALINE, ORANGE",TOUR,ONG,NATURAL STONES
2221,"TOURMALINE, PINK",TOUR,PNK,NATURAL STONES
2222,"TOURMALINE, PINK LEPIDOLITE IN QTZ",TOUR,PNKL,NATURAL STONES
2223,"TOURMALINE, WATERMELON",TOUR,WTRM,NATURAL STONES
2224,TRAPICHE,TRPC,,NATURAL STONES
2225,TREMOLITE,TRM,,NATURAL STONES
2226,TRIPLITE,TRPL,,NATURAL STONES
2227,TROLLEITE,TRLT,,NATURAL STONES
2228,TURQUOISE,TRQ,,NATURAL STONES
2229,UNAKITE,UNK,,NATURAL STONES
2230,VANADINITE,VND,,NATURAL STONES
2231,VARISCITE ,VRS,,NATURAL STONES
2232,VERDITE ,VRD,,NATURAL STONES
2233,VESUVIANITE,VES,,NATURAL STONES
2234,VIVIANITE,VIV,,NATURAL STONES
2235,WAGNERITE,WGNR,,NATURAL STONES
2236,ZEBRADORITE,ZBR,,NATURAL STONES
2237,ZEOLITES,ZEO,,NATURAL STONES
2238,ZIRCON (JACINTH),ZRC,,NATURAL STONES
2239,"ZOISITE, RUBY",ZOI,RBY,NATURAL STONES
2240,"AIR FILTER, AC FURNACE, 6-PACK FILTRETE MPR 300 20X30X1 ",AIRFIL,,OFFICE SUPPLIES
2241,BANNER ROLL,BNNR,RLL,OFFICE SUPPLIES
2242,BASKET TRUCK,BSKT,TRK,OFFICE SUPPLIES
2243,"BATTERIES, AA",BATT,AA,OFFICE SUPPLIES
2244,"BIN, INGREDIENT",BIN,ING,OFFICE SUPPLIES
2245,"BINS, PLASTIC 200X450X175 WHITE",BIN,WHT,OFFICE SUPPLIES
2246,CALCULATOR,CALC,,OFFICE SUPPLIES
2247,"CRINKLE, PAPER",CRKLE,PAP,OFFICE SUPPLIES
2248,FLOORING,FLR,,OFFICE SUPPLIES
2249,HEAT GUNS,HTGUN,,OFFICE SUPPLIES
2250,"HIGH TACK/LOW PROFILE GLUE DOTS - 0.34 x0.4"" ",GLUDOT,S23633,OFFICE SUPPLIES
2251,"HIGH TACK/LOW PROFILE GLUE DOTS - 0.5""",GLUDOT,1500,OFFICE SUPPLIES
2252,INK MAINTENANCE BOX FOR XP-15000,INKB,XP15K,OFFICE SUPPLIES
2253,"KNIFE, CHEF",KNF,CHEF,OFFICE SUPPLIES
2254,"KRAFT STAND UP ZIPPER POUCH W/OVAL WINDOW, 3 1/8"" x 2"" x 5 1/8""",CLRBAG,318X2X518,OFFICE SUPPLIES
2255,"LABELS, AVERY SHIPPING ADDRESS",LABL,ADDR,OFFICE SUPPLIES
2256,"LABELS, FRAGILE",LABL,FRGL,OFFICE SUPPLIES
2257,"LABELS, ROUND CODING CIRCLE DOT",LABL,DOTS,OFFICE SUPPLIES
2258,"LASER LABELS - ULINE WHITE, 4 X 2""",LABL,ULNE,OFFICE SUPPLIES
2259,MIXING BOWL,BWL,MIX,OFFICE SUPPLIES
2260,NETWORK ACCESS POINT,NET,AP,OFFICE SUPPLIES
2261,PAPER TOWELS,PAPTWL,12PK,OFFICE SUPPLIES
2262,"PEN, BIC ROUND STIC XTRA LIFE BALLPOINT",PEN,BPNT,OFFICE SUPPLIES
2263,"PRINTER INK, EPSON T312120 CLARIA PHOTO HD BLACK STANDARD CAPACITY",PRTINK,LCBLK,OFFICE SUPPLIES
2264,"PRINTER INK, EPSON T312XL120 CLARIA PHOTO HD BLACK HIGH CAPACITY",PRTINK,HCBLK,OFFICE SUPPLIES
2265,PRINTER PAPER,PAP,,OFFICE SUPPLIES
2266,"PRINTER PAPER, MULTI-PURPOSE 20Ib 5000 SHEETS",PAP,20,OFFICE SUPPLIES
2267,"PRINTER PAPER, MULTI-PURPOSE 24Ib 2500 SHEETS",PAP,24,OFFICE SUPPLIES
2268,"SCISSOR, HEAVY DUTY",SCI,HDUTY,OFFICE SUPPLIES
2269,"SHARPIE PERMANENT MARKER,FINE POINT",SHRPE,FPNT,OFFICE SUPPLIES
2270,STORAGE TUB,TUB,STOR,OFFICE SUPPLIES
2271,THE LEGAL PAD WRITING PADS 50 SHEETS,PAD,,OFFICE SUPPLIES
2272,"WIPES, DISINFECTING",WIP,DISF,OFFICE SUPPLIES
2273,"BOX,SHIPPING",BOX,SHIPNG,PACKAGING
2274,"BOX,TEA LIGHT",BOX,TLGHT,PACKAGING
2275,"BUBBLE,WRAP",BBLE,WRP,PACKAGING
2276,CAP,CAP,,PACKAGING
2277,"CAP, BOTTLE",CAP,BTL,PACKAGING
2278,"CAP, CONE",CAP,CNE,PACKAGING
2279,"CAP, DOME",CAP,DOME,PACKAGING
2280,"CAP, DROPPER",CAP,DRPR,PACKAGING
2281,"CAP, JAR GLASS",CAP,GLSS,PACKAGING
2282,"CAP, RIBBED",CAP,RIBBED,PACKAGING
2283,"CAP, ROLLER",CAP,RLR,PACKAGING
2284,"CARD, CUSTOM PERFUME",CRD,CSPERF,PACKAGING
2285,"CORK, TAPERED AGGLOMERATED",CRK,TAP,PACKAGING
2286,"CUPS, PLASTIC TEALIGHT",CUP,TLGHT,PACKAGING
2287,"CYLINDER, GLASS",CYL,GLSS,PACKAGING
2288,DESIGN,DSGN,,PACKAGING
2289,DROPPER,DRPR,,PACKAGING
2290,"GLOVE, LATEX",GLV,LTX,PACKAGING
2291,"JAR, GLASS",JAR,GLSS,PACKAGING
2292,"JAR, GLASS  W GOLD LID",JAR,GLDLD,PACKAGING
2293,"JAR, GLASS TALL",JAR,TALL,PACKAGING
2294,"JAR, PET SINGLE WALL UV PROTECTION",JAR,UV,PACKAGING
2295,"JAR, PLASTIC",JAR,PLST,PACKAGING
2296,"JUG, GLASS GALLON 38-400 FINISH",JUG,GLSS,PACKAGING
2297,KIT PERFUME BOTTLES,BTL,PERF,PACKAGING
2298,"LABEL, BOTTLE",LBL ,BTL,PACKAGING
2299,"LABEL, CANDLE",LBL,CNDL,PACKAGING
2300,"LABEL, WARNING",LBL,WARN,PACKAGING
2301,LID,LID,,PACKAGING
2302,"MOLD, SILICONE LOAF",MOLD,SILCL,PACKAGING
2303,PEANUTS,pnt,,PACKAGING
2304,PERFUME CAP,PERF ,CAP,PACKAGING
2305,"PLUG, PLASTIC",PLG,PLST,PACKAGING
2306,POUCH,POCH,,PACKAGING
2307,PRINT PLATE,PRNT,PLAT,PACKAGING
2308,"PUMP, MIST",PMP,MST,PACKAGING
2309,"ROCK TUMBLER CASE, LIBBEY",TUMBL,RCK,PACKAGING
2310,ROLLER,ROLL,,PACKAGING
2311,SET UP,SET,UP,PACKAGING
2312,SHRINK BANDS,SRNK,BNDS,PACKAGING
2313,"TAPE,CELLOPHANE",TPE,CELPHNE,PACKAGING
2314,"TIN, SCREWTOP",TIN,SCR,PACKAGING
2315,TISSUE PAPER,TISS,,PACKAGING
2316,"TUBE, GLASS",TBE,GLSS,PACKAGING
2317,TUMBLER,TMBLR,,PACKAGING
2318,"VIAL, GLASS",VIAL,GLSS,PACKAGING
2319,WICK STICKERS,WCK,STKR,PACKAGING
2320,"WICK, PRETABBED ",WCK,PRTAB,PACKAGING
